lesson,target_id,title,target_type,delivery_role,classroom_activity,status,implementation_id,rationale,content_hash
143,artefacts,Why artefacts make decisions traceable,mechanism,OPTIONAL,EXTEND,Implemented,explanation-artefacts,Explicit extension visual retained outside compulsory syllabus evidence.,b32c8514f2b5201f61a7863383f7c250f837536f8fb3647e69762fe0f4f4b24d
143,compare,How project conditions choose a model,comparison,OPTIONAL,EXTEND,Implemented,explanation-compare,Explicit extension visual retained outside compulsory syllabus evidence.,f14033316fba3661649c2302050611affcf05d8712b6e20f5ddc2411a61d726b
143,iterative,Why repeated cycles expose mistakes,process,OPTIONAL,EXTEND,Implemented,explanation-iterative,Explicit extension visual retained outside compulsory syllabus evidence.,9362fff91767e5e5ff3f797955f2a07f8c17c526ab3311efc19115f5783db833
143,purpose,Why a lifecycle reduces uncertainty,mechanism,OPTIONAL,EXTEND,Implemented,explanation-purpose,Explicit extension visual retained outside compulsory syllabus evidence.,8e0c4fcaf185a600307a293a0c1d6963287bfc03d0490f84bf1b0d062fb909f4
143,rad,Rapid application development (RAD),process,CORE,TEACH,Implemented,explanation-rad,Maintained explanation target.,57e57459543ce2a1af341317abbad6dbb91faaa6a7b5ff821f923d4cdac2f6d9
143,stage2-completion,"Lifecycle models, purpose and limitations",comparison,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
143,stages,How one stage supplies the next,process,OPTIONAL,EXTEND,Implemented,explanation-stages,Explicit extension visual retained outside compulsory syllabus evidence.,0d3bbd71dfcb9a5cc66b276dafc039facf97ca379105217bf31c64ad742bb96a
143,waterfall,Why sequence helps and resists change,tradeoff,OPTIONAL,EXTEND,Implemented,explanation-waterfall,Explicit extension visual retained outside compulsory syllabus evidence.,053e5f68561549adfd38e5bbeb26de311e9201a89d40bc5941f208de90eba854
144,acceptance,Acceptance tests check whether requirements are met,mechanism,OPTIONAL,EXTEND,Implemented,explanation-acceptance,Explicit extension visual retained outside compulsory syllabus evidence.,b5a9a8c355b3753713f6e4c8815491afa832d101876ea2fbee1f6c70196c02a0
144,algorithms,"Structure charts, derived pseudocode and state transitions",process,CORE,TEACH,Implemented,explanation-algorithms,Maintained explanation target.,ce83c23b97105217893d60e087d35a8268ba8b175acea18cf5ba8cb0f605535d
144,analysis,Analysis turns user needs into a requirements specification,mechanism,OPTIONAL,EXTEND,Implemented,explanation-analysis,Explicit extension visual retained outside compulsory syllabus evidence.,0438867b36ba433ef8bad523be29390ff41396d2c2d81720cfe877f7a3d944b3
144,criteria-tool,Is the criterion testable?,mechanism,OPTIONAL,EXTEND,Implemented,explanation-criteria-tool,Explicit extension visual retained outside compulsory syllabus evidence.,68d3c9a633fde54e6d382c8b4d28a54211c85625fb0819827209a5500bf66d7a
144,functional,Functional requirements describe what the system must do,mechanism,OPTIONAL,EXTEND,Implemented,explanation-functional,Explicit extension visual retained outside compulsory syllabus evidence.,049b22a2213c97b1cd43263783d9694e6516e9956320c2e46a6f3137e5719672
144,non-functional,Non-functional requirements describe qualities or constraints,mechanism,OPTIONAL,EXTEND,Implemented,explanation-non-functional,Explicit extension visual retained outside compulsory syllabus evidence.,42bfac6b9f479ad75281c588db19a8160769ab80b9f04d3f81a09c9348c0f66f
144,rewriter,Turn vague requests into stronger requirements,mechanism,OPTIONAL,EXTEND,Implemented,explanation-rewriter,Explicit extension visual retained outside compulsory syllabus evidence.,e1fe43d37f52401f6d8c00c2e8ff83dde536c9d6de44452f080c00cc228230cf
144,stage2-completion,Structure charts and the purpose of state-transition diagrams,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
144,stakeholders,Different users reveal different requirements,mechanism,OPTIONAL,EXTEND,Implemented,explanation-stakeholders,Explicit extension visual retained outside compulsory syllabus evidence.,9de354a28fe2009587da2ba6e598e7422ffdd674da9dd1a54b366912bda7e175
144,success,Success criteria make evaluation possible,mechanism,OPTIONAL,EXTEND,Implemented,explanation-success,Explicit extension visual retained outside compulsory syllabus evidence.,4d09f7582a5cfd94a0f4f7a1804afb829dfd353cbcc9af4e0dc0c3325e6fdd55
145,dictionary,A data dictionary defines each data item consistently,mechanism,OPTIONAL,EXTEND,Implemented,explanation-dictionary,Explicit extension visual retained outside compulsory syllabus evidence.,1703ef89491c587e2073a877524f2c4ca3cd5c6b3245dda07625abca9bcce18f
145,dictionary-tool,Inspect a field definition,mechanism,OPTIONAL,EXTEND,Implemented,explanation-dictionary-tool,Explicit extension visual retained outside compulsory syllabus evidence.,8d857e66cd697b08ced5d81612883360dfee1bed6c6a3fd47d2ca692c85a2d70
145,interfaces,Interface designs show how users will enter data and navigate the system,mechanism,OPTIONAL,EXTEND,Implemented,explanation-interfaces,Explicit extension visual retained outside compulsory syllabus evidence.,3f8524d450de702501d339452c89f04a296b04b1e6cac176d04c31421950acef
145,lifecycle,"Design documentation supports implementation, testing and maintenance",process,OPTIONAL,EXTEND,Implemented,explanation-lifecycle,Explicit extension visual retained outside compulsory syllabus evidence.,6134615f55ee4e819736d8f6a1cbcad437e00e04fca04613bfcfb2ca34b9864a
145,logic,Logic errors make the program do the wrong thing,mechanism,CORE,TEACH,Implemented,explanation-logic,Maintained explanation target.,a8ee4fb74c53cad435a39883108dd4288421591b7edcd7d2f87e9679d0d9345d
145,purpose,Design documents translate requirements into a buildable plan,mechanism,OPTIONAL,EXTEND,Implemented,explanation-purpose,Explicit extension visual retained outside compulsory syllabus evidence.,5e9398441aaa6787e0db15167ad01b6ff4dc20d9204c726011a55cc281fd95ec
145,stage2-completion,"Expose, locate and correct program errors",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
145,traceability,Traceability keeps the design connected to the original need,mechanism,OPTIONAL,EXTEND,Implemented,explanation-traceability,Explicit extension visual retained outside compulsory syllabus evidence.,7ccd438e11341af6dd6e89ed276ead87360b78caff9a1585f83c6ac3bc977195
146,boundary,Extreme or boundary data uses valid values at accepted limits,mechanism,CORE,TEACH,Implemented,explanation-boundary,Maintained explanation target.,6c43d67d82380df164596a58dbe071e5f139ef06614175f30be39885d957dc9e
146,bug,Analyse and amend an existing program,mechanism,CORE,TEACH,Implemented,explanation-bug,Maintained explanation target.,e907fb5702b2a73348db46ac4d86c5beb5ffbee4aeb5f680c2d720c85663342f
146,changeover,Test strategy and test plan are different documents,mechanism,CORE,TEACH,Implemented,explanation-changeover,Maintained explanation target.,d6d0aeff6fe37a7460c85cb868a4cc58ac4c4751dd6228207891d2c037292481
146,data-tool,"Classify input for NumberOfStudents, valid range 1 to 30",mechanism,OPTIONAL,EXTEND,Implemented,explanation-data-tool,Explicit extension visual retained outside compulsory syllabus evidence.,c41e77ca82f0f6eb76a13f996e8e43b960dd5266dc87bc7d059fd4500e03980b
146,evaluation,Evaluation uses requirements and measurable success criteria,mechanism,OPTIONAL,EXTEND,Implemented,explanation-evaluation,Explicit extension visual retained outside compulsory syllabus evidence.,6769ee77b92b5e584ed4674eb36e237dc4f51729340c42b762a32539a31f77c5
146,implementation,Implementation turns the design into a working system,mechanism,OPTIONAL,EXTEND,Implemented,explanation-implementation,Explicit extension visual retained outside compulsory syllabus evidence.,1e7867ed25b0f943bc7c40f393544e4fb96d8ee361c84df7ad0aed36296da387
146,maintenance,Maintenance changes a system after it has been delivered,mechanism,CORE,TEACH,Implemented,explanation-maintenance,Maintained explanation target.,05b6ea954520c21b8aa2827be7e1061668bf0ba74152ab122c2eb26e0346f2d8
146,stage-tool,Which lifecycle stage is being described?,process,OPTIONAL,EXTEND,Implemented,explanation-stage-tool,Explicit extension visual retained outside compulsory syllabus evidence.,de3316cf7ed41df0a18da41eecd83ac387bda087636f928b7342b31f4a22055d
146,stage2-completion,"Testing, maintenance and enhancement",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
146,test-data,Good testing uses different categories of data,mechanism,CORE,TEACH,Implemented,explanation-test-data,Maintained explanation target.,a8a6594f720ae9e6dc06d4300b324835a4b13aaa69fb71448b8ec1d5d29bcba2
146,testing,Testing is planned evidence that the system behaves as expected,mechanism,OPTIONAL,EXTEND,Implemented,explanation-testing,Explicit extension visual retained outside compulsory syllabus evidence.,8fde7cf2d33d6f0da5ee1fcd24cc429c7ef9d4315c805c74a99506e46958d8bc
147,analysis,From vague request to measurable criteria,synthesis,OPTIONAL,EXTEND,Implemented,explanation-analysis,Explicit extension visual retained outside compulsory syllabus evidence.,83c07d0d56b0ae2730f35f7a69ecec5fd81e720740f579d5d41c06bebe2fceec
147,answer-tool,Turn a weak line into a mark-worthy line,synthesis,OPTIONAL,EXTEND,Implemented,explanation-answer-tool,Explicit extension visual retained outside compulsory syllabus evidence.,f05e7669b62ec0a95a003166b241fc62957aa70e98a86b2ed4db28c91b74e730
147,case,School activity sign-up system,synthesis,OPTIONAL,EXTEND,Implemented,explanation-case,Explicit extension visual retained outside compulsory syllabus evidence.,dec08d9b91af0522ccc656be673c180c911ffd7338c1f3b2dfe373472242a22f
147,case-tool,Identify the Section 12 concept,synthesis,OPTIONAL,EXTEND,Implemented,explanation-case-tool,Explicit extension visual retained outside compulsory syllabus evidence.,ee8e3a58e8a3e605921cb5648fa32d7cd29dfb3d789537e120b2ecba65992576
147,commands,Match response depth to the command,synthesis,OPTIONAL,EXTEND,Implemented,explanation-commands,Explicit extension visual retained outside compulsory syllabus evidence.,a655ddfccee1b72c27c52ed96cee096047b9066d9a7067a4361c5b52fe604db5
147,design,Design answers must name the artefact,synthesis,OPTIONAL,EXTEND,Implemented,explanation-design,Explicit extension visual retained outside compulsory syllabus evidence.,3e4fd47e103263092e4a9da181f2ff0e52610ed1786acb3fb463ca08865bc074
147,evaluation,"After release, classify changes and judge success with evidence",synthesis,OPTIONAL,EXTEND,Implemented,explanation-evaluation,Explicit extension visual retained outside compulsory syllabus evidence.,2ddee920af4bbfbdd8135ab84a6fb7ff59251b080646e2986ad2ad3e2f7e7a40
147,lifecycle,"One scenario, many stages",synthesis,OPTIONAL,EXTEND,Implemented,explanation-lifecycle,Explicit extension visual retained outside compulsory syllabus evidence.,178ea5d43ddc74b62a263cbc54e69d66604a71811ab215e0d560e0dad2f3f4b3
147,testing,"Test cases need data, expected result and purpose",synthesis,OPTIONAL,EXTEND,Implemented,explanation-testing,Explicit extension visual retained outside compulsory syllabus evidence.,e126bdbf8e5dd3bd345c3055b7ff3b5ba54d1152fa8cee1ad3803f7910e1427b
148,algorithms,Good pseudocode is precise enough to trace,synthesis,OPTIONAL,EXTEND,Implemented,explanation-algorithms,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,8263af09df9c9da63f8aacb14644e6706eeeaa5804f60e3cc6865e18c7c3c94e
148,files,Persistent data needs clear read/write logic,synthesis,OPTIONAL,EXTEND,Implemented,explanation-files,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,78f7fd4e37a63ec28b784f167144971b2e4a1302ed22019714e34a8bad5cdbde
148,selection,The reason matters more than the name,synthesis,OPTIONAL,EXTEND,Implemented,explanation-selection,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,7527be824af399b813f62b1b6b5e461a9e58370c3408cf6d5ca14365caa18e0c
148,strategy,Choose the tool before writing the answer,synthesis,OPTIONAL,EXTEND,Implemented,explanation-strategy,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,fc71f837f10dc98bc80ff45cd17bd1f7cc6fd0d65f89beab8cf29b6e8f1cf1c7
148,structure-tool,Choose the structure and explain why,synthesis,OPTIONAL,EXTEND,Implemented,explanation-structure-tool,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,42f62c0482c990faa93818717f3de80c007268d56a835eaaba847d98c188c12b
148,structures,Choose structures by how the data is used,synthesis,OPTIONAL,EXTEND,Implemented,explanation-structures,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,c810e77af9e2c803fa3a7fa74f55913982057fb2b8483e4dd39eb0c36df12c1e
148,trace-tool,Calculate Total for the selected score list,synthesis,OPTIONAL,EXTEND,Implemented,explanation-trace-tool,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,01c27cca8e6ec33dc868611e17bd390258d7f6aea55f2845d80d96ae00d464dd
149,construct-tool,Identify the construct from the scenario,synthesis,OPTIONAL,EXTEND,Implemented,explanation-construct-tool,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,1622709c78ae321d562598ce7bb0618040d0998500279d5359860966accfc78c
149,constructs,Constructs control the order in which statements run,synthesis,OPTIONAL,EXTEND,Implemented,explanation-constructs,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,dd4bda0b4cf64cea3cf07506ef91bf0619bc99fe3f7a49a322c59b0f928b9c6b
149,file-tool,"Choose READ, WRITE or APPEND",synthesis,OPTIONAL,EXTEND,Implemented,explanation-file-tool,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,abbf23d07281468580439f5547b22646d83eaed469594d8a84799b3b8d860ed3
